SYMBOL,OPEN,HIGH,LOW,CLOSE,PREVCLOSE,RSI
DEVIT,74.75,74.9,74.75,74.75,75.1,0.0
DFMFOODS,205.7,206.0,194.0,202.5,205.35,37.8151260504203
DHAMPURSUG,168.0,173.8,167.15,169.65,168.4,92.54901960784301
DHANBANK,16.7,16.9,16.3,16.55,16.65,0.0
DHANUKA,434.95,434.95,422.3,428.6,433.3,6.589147286821742
DHARSUGAR,11.6,12.1,11.55,11.85,11.6,0.0
DHFL,235.2,239.3,230.35,238.05,235.65,45.43650793650797
DHFL,850.0,976.5,850.0,976.5,1000.0,45.43650793650797
DHFL,990.0,990.0,981.0,989.88,994.0,45.43650793650797
DHFL,920.05,924.85,920.0,924.85,920.0,45.43650793650797
DHFL,950.0,951.0,950.0,950.5,960.0,45.43650793650797
DHFL,920.0,933.0,917.0,925.0,920.16,45.43650793650797
DHFL,1211.0,1211.0,1211.0,1211.0,1211.0,45.43650793650797
DHFL,1190.0,1190.0,1190.0,1190.0,1162.25,45.43650793650797
DHFL,850.0,1010.0,850.0,990.0,1010.0,45.43650793650797
DHFL,992.5,992.5,992.5,992.5,992.5,45.43650793650797
DHFL,929.0,929.0,911.0,912.0,931.0,45.43650793650797
DHFL,925.0,930.0,925.0,929.61,925.35,45.43650793650797
DHFL,974.45,974.45,974.45,974.45,978.99,45.43650793650797
DHFL,929.97,930.0,929.97,930.0,910.15,45.43650793650797
DHFL,900.1,905.0,900.1,904.99,909.0,45.43650793650797
DHFL,942.0,942.0,942.0,942.0,906.8,45.43650793650797
DHUNINV,255.05,255.05,255.05,255.05,260.0,53.78151260504217
DIAMONDYD,1026.6,1049.7,1021.0,1044.8,1030.05,69.62719298245594
DIAPOWER,1.65,1.65,1.6,1.6,1.65,0.0
DICIND,376.6,381.7,372.15,376.65,377.6,33.53846153846159
DIGJAMLTD,4.55,4.65,4.45,4.6,4.5,0.0
DISHTV,37.75,40.55,37.55,39.55,37.95,58.181818181817974
DIVISLAB,1437.9,1471.2,1428.25,1460.5,1437.9,45.95410628019321
DIXON,2038.0,2055.0,2032.65,2044.2,2036.25,38.767281105990705
DLF,173.05,175.8,170.65,175.15,172.45,39.7810218978103
DLINKINDIA,76.2,81.0,75.0,75.75,74.85,58.60655737704913
DMART,1583.0,1585.7,1561.05,1577.75,1575.9,15.597147950089123
DNAMEDIA,7.05,7.05,6.8,6.8,7.15,0.0
DOLLAR,324.4,324.9,310.0,313.15,324.4,64.9776453055141
DOLPHINOFF,51.15,51.65,50.0,50.7,51.0,0.0
DONEAR,37.0,38.0,36.65,36.9,36.95,0.0
DPABHUSHAN,44.0,44.0,43.0,43.0,45.95,0.0
DPSCLTD,14.0,14.0,12.65,13.0,13.85,0.0
DQE,7.65,7.95,7.35,7.8,7.5,0.0
DREDGECORP,453.0,457.9,422.4,436.45,453.85,74.63823305407463
DRREDDY,2580.0,2606.0,2562.0,2600.0,2577.35,33.70535714285714
DSML,14.7,14.7,14.7,14.7,15.45,0.0
DSSL,35.2,35.8,34.3,34.55,35.15,0.0
DTIL,249.65,249.65,237.65,243.05,243.6,65.24390243902441
DUCON,12.7,12.75,12.4,12.5,12.6,0.0
DVL,107.55,109.0,106.1,106.95,108.05,0.0
DWARKESH,23.2,23.9,23.2,23.9,22.8,0.0
DYNAMATECH,1505.4,1525.0,1444.0,1458.95,1496.0,31.29420084865633
DYNPRO,130.0,133.6,128.5,129.5,131.35,39.89637305699491
EASTSILK,2.6,2.8,2.6,2.8,2.7,0.0
EASUNREYRL,6.0,6.0,5.6,6.0,5.75,0.0
ECEIND,235.95,235.95,225.05,235.0,235.0,71.99999999999989
ECLERX,1075.65,1081.15,1074.0,1074.4,1078.55,30.472854640980543
ECLFINANCE,1001.0,1001.0,1000.0,1000.7,999.06,0.0
ECLFINANCE,1789.9,1789.9,1785.25,1785.25,1785.0,0.0
ECLFINANCE,1022.05,1034.0,1022.05,1029.2,1029.98,0.0
ECLFINANCE,1740.0,1740.0,1740.0,1740.0,1730.01,0.0
ECLFINANCE,1004.0,1004.0,1004.0,1004.0,1005.0,0.0
ECLFINANCE,976.0,976.0,976.0,976.0,967.0,0.0
ECLFINANCE,987.0,987.0,987.0,987.0,987.0,0.0
ECLFINANCE,970.0,982.0,970.0,974.2,975.0,0.0
ECLFINANCE,992.0,994.0,992.0,994.0,983.0,0.0
EDELWEISS,175.7,183.8,175.7,182.25,176.75,48.60139860139848
EDL,9.05,9.2,8.9,8.9,8.9,0.0
EDUCOMP,2.7,2.75,2.6,2.65,2.7,0.0
EHFLNCD,1025.0,1038.0,1025.0,1038.0,1025.0,0.0
EHFLNCD,1010.0,1010.0,1010.0,1010.0,1010.0,0.0
EHFLNCD,998.0,998.0,998.0,998.0,998.0,0.0
EHFLNCD,1002.0,1002.0,1002.0,1002.0,1003.0,0.0
EICHERMOT,20325.0,20648.05,20001.0,20103.6,20211.45,2.2450592885375613
EIDPARRY,205.95,211.5,204.6,209.05,205.95,87.9310344827584
EIFFL,116.5,116.5,115.7,115.7,116.15,0.0
EIHAHOTELS,391.1,400.0,390.55,392.65,392.3,0.0
EIHOTEL,184.0,190.45,184.0,188.15,185.5,17.096774193548427
EIMCOELECO,400.0,406.0,391.6,399.6,398.4,34.46327683615823
EKC,31.6,32.6,30.95,31.4,31.8,43.749999999999964
ELAND,6.0,6.45,5.9,6.4,6.2,0.0
ELECON,66.2,67.1,65.55,66.65,66.2,0.0
ELECTCAST,21.3,21.35,20.85,21.05,21.3,0.0
ELECTHERM,150.6,151.25,148.0,150.1,150.95,32.45033112582786
ELGIEQUIP,255.05,255.45,250.5,252.45,254.45,0.0
ELGIRUBCO,27.05,27.7,26.8,27.05,27.1,0.0
EMAMILTD,422.6,423.25,414.0,418.75,421.85,72.22222222222226
EMAMIREAL,144.85,150.8,144.8,146.65,147.0,48.000000000000114
EMCO,7.2,7.25,6.65,7.0,7.0,0.0
EMKAY,101.5,105.4,101.5,104.6,102.0,44.51219512195117
EMMBI,133.5,135.0,130.0,131.4,132.15,83.71040723981892
EMOFSR1RDP,7.36,7.36,7.36,7.36,7.35,0.0
EMOFSR1RGG,7.26,7.34,7.26,7.34,7.5,0.0
ENDURANCE,1247.55,1258.75,1234.55,1239.75,1246.7,58.356676003734876
ENERGYDEV,10.4,10.5,9.75,9.9,10.25,0.0
ENGINERSIN,125.0,127.45,124.0,126.9,124.85,51.38888888888891
ENIL,613.05,620.0,613.0,618.8,619.4,70.14218009478644
EON,40.8,48.35,40.35,48.35,40.3,86.55913978494624
EQ30,294.48,294.48,282.0,285.3,282.01,65.31791907514454
EQUITAS,123.0,124.1,119.15,120.1,123.0,0.0
ERFLNCDI,951.0,960.0,951.0,960.0,925.0,0.0
ERFLNCDI,1015.0,1020.0,1015.0,1017.5,1010.0,0.0
ERFLNCDI,995.0,1004.9,995.0,1002.78,984.0,0.0
ERFLNCDI,910.0,910.0,910.0,910.0,909.0,0.0
ERIS,684.85,710.5,679.45,682.1,678.8,47.86666666666663
EROSMEDIA,86.1,86.55,83.5,84.15,86.25,0.0
ESABINDIA,884.0,905.0,880.2,896.5,877.4,50.46783625730991
ESCORTS,726.7,729.8,715.25,723.85,722.2,73.20675105485239
ESSARSHPNG,12.55,12.6,12.25,12.4,12.4,0.0
ESSDEE,21.0,22.0,20.95,21.55,22.05,0.0
ESSELPACK,106.95,110.35,106.0,107.95,107.2,37.16216216216221
ESTER,36.0,36.7,35.6,36.15,36.1,0.0
EUROCERA,1.9,1.9,1.9,1.9,1.9,0.0
EUROMULTI,1.15,1.15,1.15,1.15,1.2,0.0
EUROTEXIND,19.65,21.2,19.65,21.15,20.2,0.0
EVEREADY,185.0,185.0,181.3,182.05,183.1,0.0
EVERESTIND,502.0,505.95,497.0,499.25,502.0,36.06060606060599
EXCEL,3.05,3.15,3.0,3.05,3.1,0.0
EXCELCROP,3738.0,3738.0,3661.65,3674.5,3731.85,46.31197097944374
EXCELINDUS,1465.0,1469.95,1435.0,1445.65,1454.0,34.03982016698784
EXIDEIND,258.0,260.25,254.75,258.75,257.5,26.408450704225373
FACT,41.85,49.4,40.6,45.15,41.55,80.89887640449449
FAIRCHEM,350.05,360.0,346.25,349.55,350.05,0.0
FCL,35.45,35.8,34.55,34.7,35.45,0.0
FCONSUMER,44.75,45.1,44.05,44.4,44.75,0.0
FCSSOFT,0.2,0.25,0.2,0.2,0.2,0.0
FDC,173.0,174.95,171.0,173.7,172.85,0.0
FEDERALBNK,93.25,95.15,92.2,94.8,92.0,60.13071895424836
FEL,37.4,37.85,36.85,37.1,36.85,0.0
FELDVR,37.2,38.0,36.45,37.05,36.6,0.0
FIEMIND,507.4,507.4,495.55,502.2,501.75,34.76347634763481
FILATEX,57.5,60.35,57.0,60.0,57.05,51.04166666666665
FINCABLES,448.15,454.0,448.15,451.85,449.8,17.67241379310343
FINEORG,1211.0,1211.95,1186.6,1203.7,1200.45,77.14285714285722
FINPIPE,528.05,536.0,525.1,533.5,531.1,21.316614420062848
FLEXITUFF,44.0,44.45,43.0,44.35,44.95,0.0
FLFL,390.45,398.5,386.55,390.2,394.4,47.39093242087253
FMGOETZE,502.0,502.0,497.1,500.05,498.8,76.64974619289364
FMNL,57.35,59.0,56.2,57.6,56.25,20.00000000000003
FOCUS,174.0,174.0,174.0,174.0,166.45,0.0
FORTIS,140.3,141.2,139.25,140.3,140.75,70.45454545454524
FOSECOIND,1398.05,1400.05,1375.1,1379.35,1400.0,17.09331131296436
FRETAIL,465.0,468.0,441.25,448.0,460.0,0.0
FSC,657.0,657.0,653.05,654.7,654.0,0.0
FSL,47.0,47.2,46.25,46.8,46.85,48.571428571428555
GABRIEL,145.0,145.0,140.9,144.7,143.85,85.05338078291817
GAEL,244.15,244.6,236.2,237.8,243.15,46.599496221662406
GAIL,350.25,353.9,347.55,353.15,349.95,42.588235294117545
GAL,6.45,6.8,6.4,6.55,6.6,0.0
GALAXYSURF,1220.05,1224.8,1210.0,1220.0,1220.0,68.99109792284884
GALLANTT,55.15,56.55,54.05,54.7,55.1,31.99999999999993
GALLISPAT,33.0,33.0,32.35,32.65,32.85,0.0
GAMMNINFRA,0.65,0.7,0.65,0.65,0.7,0.0
GANDHITUBE,377.1,385.0,377.0,384.0,379.7,67.02127659574467
GANECOS,288.5,290.0,283.0,289.05,288.3,0.0
GANESHHOUC,68.85,69.7,67.25,67.7,68.9,54.87804878048779
GANGAFORGE,24.25,24.25,24.25,24.25,24.25,0.0
GANGESSECU,43.6,46.7,43.6,46.5,45.0,0.0
GANGOTRI,1.9,1.9,1.9,1.9,2.0,0.0
GARDENSILK,24.0,24.35,23.5,23.6,24.0,40.50632911392404
GARFIBRES,1182.45,1193.45,1180.0,1185.5,1188.7,53.317720530835274
GATI,84.05,84.6,82.3,83.7,84.05,0.0
GAYAHWS,1.0,1.0,0.95,1.0,1.0,0.0
GAYAPROJ,177.7,180.4,174.5,178.45,177.1,34.15841584158416
GDL,124.4,124.45,121.1,121.9,123.25,0.0
GEECEE,130.0,130.0,125.1,126.3,127.8,29.62962962962976
GEMINI,0.15,0.2,0.15,0.2,0.2,0.0
GENESYS,135.1,138.6,134.7,137.65,136.3,56.19834710743801
GENUSPAPER,9.5,9.6,8.8,9.25,9.45,66.66666666666666
GENUSPOWER,29.2,30.0,28.9,29.65,28.95,0.0
GEOJITFSL,45.0,45.3,44.0,44.55,44.55,0.0
GEPIL,817.0,820.0,804.55,815.9,814.95,40.81346423562434
GESHIP,319.45,322.5,310.1,319.45,317.75,78.57142857142864
GET&D,294.05,306.0,289.55,303.1,295.55,60.2391629297459
GHCL,242.75,247.7,240.0,243.75,241.75,66.81818181818203
GICHSGFIN,255.4,259.0,254.1,257.75,254.8,50.83798882681567
GICRE,261.15,264.0,260.85,263.0,261.15,78.85462555066098
GILLANDERS,57.7,57.7,56.1,56.1,56.5,39.06250000000005
GILLETTE,6499.0,6500.0,6449.95,6494.15,6484.95,46.73452078032276
GINNIFILA,17.25,17.3,16.7,16.9,17.1,0.0
GIPCL,78.5,79.5,77.05,78.1,78.85,44.89795918367347
GIRIRAJ,41.0,44.4,41.0,44.4,40.5,0.0
GKWLIMITED,930.9,930.9,900.0,900.05,925.0,19.098457888493485
GLAXO,1478.3,1482.0,1439.95,1450.0,1472.05,4.806991988346624
GLENMARK,660.5,666.0,656.0,664.25,661.55,7.124010554089821
GLOBALVECT,63.45,65.0,61.7,63.2,62.4,19.178082191780703
GLOBOFFS,13.7,14.0,13.45,13.7,13.8,0.0
GLOBUSSPR,161.15,161.15,155.0,155.85,160.05,24.028268551236778
GMBREW,660.0,660.0,625.35,631.6,722.55,36.95602642971065
GMDCLTD,88.9,89.7,87.55,89.45,88.15,43.96551724137928
GMMPFAUDLR,1183.2,1196.55,1173.4,1180.3,1169.65,30.92592592592571
GMRINFRA,15.7,15.95,15.4,15.85,15.65,0.0
GNA,358.9,362.25,352.6,360.1,354.25,61.03896103896133
GNFC,341.3,343.6,338.15,342.55,342.35,48.264984227129474
GOACARBON,564.0,571.95,553.15,556.4,562.35,62.68248175182479
GOCLCORP,295.9,297.0,285.05,290.35,291.25,20.108695652173694
GODFRYPHLP,880.9,899.95,850.0,893.3,873.85,56.29877369007815
GODREJAGRO,500.0,501.35,494.0,497.9,498.85,45.49999999999985
GODREJCP,814.35,817.0,795.1,803.4,814.9,34.44676409185797
GODREJIND,533.65,543.45,530.25,540.7,532.25,54.34083601286179
GODREJPROP,680.0,691.0,670.65,679.3,677.05,63.484486873508345
GOENKA,0.4,0.4,0.3,0.35,0.35,0.0
GOKEX,77.55,78.4,77.0,78.2,77.3,0.0
GOKUL,14.1,14.3,13.55,13.9,14.05,0.0
GOKULAGRO,14.6,14.7,14.2,14.35,14.9,0.0
GOLDBEES,2844.95,2858.9,2826.0,2829.8,2847.05,59.880239520958376
GOLDENTOBC,49.05,49.05,47.0,49.05,46.75,0.0
GOLDIAM,83.6,83.65,79.0,79.8,81.95,30.625000000000043
GOLDSHARE,2853.0,2868.0,2833.0,2840.2,2853.45,69.75999999999985
GOLDTECH,15.7,16.45,15.3,16.35,15.85,0.0
GOODLUCK,68.15,68.15,66.0,67.6,66.85,51.28205128205121
GPIL,270.1,278.05,266.6,269.55,270.5,58.89084507042256
GPPL,101.5,102.65,100.2,100.45,101.7,0.0
GPTINFRA,53.45,53.7,51.0,53.3,53.15,50.0
GRANULES,89.85,90.9,88.35,90.3,89.9,42.85714285714319
GRAPHITE,739.9,747.45,720.1,729.15,740.15,0.0
GRASIM,802.1,810.8,793.0,806.15,799.7,29.802699896157733
GRAVITA,76.85,76.85,73.6,74.1,74.4,0.0
GREAVESCOT,116.8,118.4,116.25,117.9,116.95,0.0
GREENLAM,884.05,884.05,870.4,874.05,892.0,21.40350877192992
GREENPLY,136.35,139.15,136.1,136.6,137.35,25.274725274725327
GREENPOWER,6.25,6.35,6.15,6.2,6.25,0.0
GRINDWELL,555.15,569.0,541.2,556.15,554.0,51.70068027210883
GROBTEA,587.0,619.4,571.0,587.3,603.0,40.616740088105644
GRPLTD,1082.0,1145.0,1036.0,1063.0,1082.4,62.02124235597037
GRSE,92.45,94.7,91.8,92.45,93.65,0.0
GRUH,323.0,325.35,315.05,319.5,322.2,70.17543859649123
GSCLCEMENT,23.5,24.5,23.5,24.1,23.95,0.0
GSFC,110.8,113.1,110.05,112.6,110.5,48.69565217391305
GSKCONS,7451.1,7538.95,7400.0,7449.85,7483.15,0.0
GSPL,171.05,171.05,167.5,170.0,170.45,13.333333333333258
GSS,133.0,133.65,129.1,129.95,132.6,51.41242937853091
GTL,5.5,5.7,5.4,5.55,5.6,0.0
GTLINFRA,0.85,0.9,0.8,0.9,0.85,0.0
GTNIND,10.2,10.2,9.5,9.65,9.8,0.0
GTNTEX,10.5,10.5,10.5,10.5,10.3,0.0
GTPL,85.35,85.95,84.3,84.7,85.45,12.650602409638537
GUFICBIO,93.85,94.7,92.35,93.45,93.85,46.2962962962965
GUJALKALI,536.0,538.25,533.05,534.8,535.65,28.861788617886106
GUJAPOLLO,158.05,164.1,158.0,162.0,159.2,50.47169811320752
GUJFLUORO,915.0,915.95,901.05,907.75,912.45,62.90909090909075
GUJGASLTD,665.0,668.8,658.0,661.15,667.8,37.93103448275849
GULFOILLUB,830.9,835.0,820.05,827.95,838.95,55.0161812297734
GULFPETRO,67.7,67.7,66.6,66.9,66.85,0.0
GULPOLY,63.25,64.3,62.75,63.35,63.65,0.0
GVKPIL,7.7,7.9,7.65,7.8,7.75,0.0
H1309S37RQ,10.52,10.7,10.05,10.7,10.61,0.0
HAL,799.95,828.0,781.9,814.7,792.8,71.9890510948905
HARITASEAT,526.05,527.5,525.0,526.85,523.3,60.580912863070765
HARRMALAYA,82.2,84.0,81.0,81.95,82.2,42.1875
HATHWAY,30.65,31.0,30.6,30.75,30.6,0.0
HATSUN,500.0,500.0,500.0,500.0,444.0,88.75878220140524
HATSUN,654.9,675.0,644.1,657.9,643.95,88.75878220140524
HAVELLS,683.2,688.9,672.95,678.55,681.4,22.434367541765866
HAVISHA,0.7,0.7,0.7,0.7,0.7,0.0
HBLPOWER,28.2,28.2,27.1,27.45,28.05,0.0
HBSL,9.45,9.45,9.0,9.0,9.45,0.0
HCC,13.75,13.85,13.3,13.35,13.5,76.78571428571423
HCG,194.0,194.7,186.4,187.5,192.6,0.0
HCL-INSYS,25.6,25.6,24.85,24.95,25.55,0.0
HCLTECH,946.0,950.55,925.0,932.35,948.35,19.04761904761905
HDFC,1948.0,1976.0,1942.0,1972.6,1936.85,47.70527630346546
HDFCAMC,1516.65,1528.8,1512.0,1523.35,1518.9,54.60122699386507
HDFCBANK,2115.25,2128.5,2110.35,2117.45,2111.8,46.081955427749605
HDFCLIFE,392.0,394.95,387.75,393.5,391.3,86.3354037267072
HDFCMFGETF,2912.0,2919.95,2895.0,2900.65,2913.65,71.52917505030244
HDFCNIFETF,1110.85,1120.5,1102.66,1112.21,1102.77,35.76799140708921
HDFCSENETF,3959.0,3959.0,3696.0,3726.0,3717.18,12.180638033420976
HDIL,25.5,26.0,25.2,25.5,25.5,51.02040816326532
HEG,3669.0,3690.05,3640.5,3653.6,3654.9,26.59863945578239
HEIDELBERG,150.0,151.4,148.55,150.85,149.6,46.56488549618307
HERCULES,102.0,103.0,101.2,101.6,101.65,0.0
HERITGFOOD,527.0,527.0,516.15,524.65,522.7,24.840764331209613
HEROMOTOCO,3030.0,3045.0,2972.05,2987.85,3014.65,12.868558831634033
HESTERBIO,1175.95,1199.65,1173.4,1182.0,1179.25,86.54970760233927
HEXATRADEX,25.15,26.0,25.15,26.0,26.1,0.0
HEXAWARE,332.9,333.6,319.25,331.85,330.6,64.61538461538501
HFCL,21.05,21.25,20.95,21.1,21.05,0.0
HGINFRA,211.0,211.0,207.2,207.75,207.0,40.68627450980402
HGS,638.9,652.7,638.8,649.2,645.45,54.47316103379724
HHOF1140RG,8.32,8.32,8.32,8.32,8.04,0.0
HIGHGROUND,9.4,9.5,8.9,9.35,9.1,0.0
HIKAL,151.7,153.0,150.0,151.4,151.2,0.0
HIL,2015.3,2040.95,2015.3,2024.6,2018.05,12.792968749999943
HILTON,21.85,21.9,21.5,21.5,21.9,0.0
HIMATSEIDE,216.45,216.45,210.0,214.8,215.0,31.343283582089526
HINDALCO,210.0,212.4,207.55,210.9,209.2,20.560747663551425
HINDCOMPOS,283.05,290.0,282.0,283.75,288.2,14.749999999999943
HINDCOPPER,50.1,50.65,49.5,50.1,50.3,41.97530864197534
HINDMOTORS,8.1,8.35,8.05,8.15,8.15,60.000000000000014
HINDNATGLS,75.1,81.9,75.1,80.65,79.4,42.8571428571429
HINDOILEXP,118.0,118.1,116.1,116.9,117.05,0.0
HINDPETRO,247.0,251.25,246.35,248.2,248.3,23.63013698630131
HINDUJAVEN,394.85,409.45,391.25,396.75,393.75,26.700898587933224
HINDUNILVR,1798.9,1802.0,1772.15,1781.7,1788.4,7.924921793535276
HINDZINC,269.3,272.45,268.0,271.7,269.5,37.32876712328768
HIRECT,106.95,115.0,102.35,104.65,101.6,25.839793281653783
HISARMETAL,44.05,45.0,43.5,43.5,44.25,26.506024096385545
HITECH,204.8,207.4,196.0,202.95,201.1,50.62761506276149
HITECHCORP,112.1,115.95,112.1,115.2,112.6,72.92817679558011
HITECHGEAR,332.0,332.65,325.5,327.05,331.55,16.46090534979419
HMT,19.5,20.7,19.5,20.7,20.1,0.0
HMVL,128.85,128.85,126.55,127.7,128.3,46.376811594202806
HNGSNGBEES,3153.0,3153.0,3100.01,3111.0,3154.0,28.57623129937815
HONAUT,21718.9,21790.05,21564.05,21608.8,21739.0,27.49272349272337
HONDAPOWER,1087.95,1087.95,1059.1,1064.35,1090.6,56.148491879350345
HOTELEELA,15.2,15.75,15.2,15.4,15.45,0.0
HOTELRUGBY,1.75,1.75,1.75,1.75,1.8,0.0
HOVS,165.95,168.0,164.1,166.8,164.05,30.555555555555557
HPL,61.7,61.85,60.0,60.4,61.2,59.18367346938774
HSCL,131.0,132.1,129.05,130.0,131.3,0.0
HSIL,230.4,233.8,227.6,231.6,230.1,52.509652509652526
HTMEDIA,39.8,39.9,39.0,39.2,39.8,0.0
HUBTOWN,39.75,41.0,39.65,40.6,39.85,23.91304347826089
HUDCO,42.95,43.25,42.35,42.7,42.9,0.0
HUDCO,1205.0,1209.5,1200.0,1200.0,1205.95,0.0
HUDCO,1122.01,1125.4,1119.0,1120.37,1124.7,0.0
HUDCO,1140.0,1145.0,1140.0,1144.5,1138.0,0.0
HUDCO,1070.05,1070.05,1070.0,1070.0,1061.01,0.0
HUDCO,1108.0,1109.0,1100.0,1108.55,1109.0,0.0
HUDCO,1188.0,1188.0,1188.0,1188.0,1190.99,0.0
HUDCO,1293.0,1306.0,1292.01,1305.99,1291.8,0.0
IBREALEST,87.0,87.75,86.1,87.1,87.1,35.59322033898309
IBUCCREDIT,975.0,975.0,975.0,975.0,975.0,0.0
IBUCCREDIT,952.0,952.0,952.0,952.0,944.0,0.0
IBUCCREDIT,920.0,933.0,920.0,933.0,915.0,0.0
IBULHSGFIN,817.5,838.7,814.0,829.8,816.65,32.30209281164693
IBULHSGFIN,999.0,999.0,999.0,999.0,999.0,32.30209281164693
IBULISL,357.0,363.8,354.75,358.0,358.55,0.0
IBVENTURES,231.0,237.8,230.4,235.45,235.0,71.98748043818469
IBVENTURES,394.1,400.0,390.6,394.05,392.95,71.98748043818469
ICEMAKE,71.1,71.1,71.1,71.1,71.95,0.0
ICICI500,144.15,145.13,143.51,144.67,144.37,0.0
ICICIB22,34.8,35.38,34.66,35.32,34.88,0.0
ICICIBANK,361.85,368.8,358.05,365.2,363.25,66.46706586826298
ICICIGI,862.1,874.0,850.5,866.9,868.2,74.36281859070455
ICICIGOLD,28.85,29.5,28.8,28.9,28.85,0.0
ICICILIQ,1000.0,1000.01,999.99,1000.0,1000.0,0.0
ICICILOVOL,85.89,85.97,85.89,85.89,85.93,0.0
ICICIMCAP,68.8,70.0,65.92,66.57,66.13,0.0
ICICINF100,116.59,116.59,115.53,116.5,115.76,0.0
ICICINIFTY,111.95,111.95,110.71,111.76,111.24,0.0
ICICINV20,51.8,51.96,51.35,51.77,51.85,0.0
ICICINXT50,27.92,27.96,27.71,27.86,27.72,0.0
ICICIPRULI,316.95,326.3,316.05,324.7,316.25,43.01310043668122
ICICISENSX,380.0,381.0,373.1,375.34,375.0,30.11542497376719
ICIL,55.95,57.0,55.0,56.65,55.5,0.0
ICRA,3165.95,3199.0,3165.95,3187.45,3150.25,51.16845180136301
IDBI,61.4,61.65,61.25,61.45,61.35,0.0
IDBIGOLD,2970.05,2989.85,2970.0,2974.5,2970.5,72.3423423423425
IDEA,36.1,36.55,35.6,36.2,36.1,0.0
IDFC,42.55,43.85,41.55,43.45,42.3,38.98305084745769
IDFCBANK,43.1,45.55,42.85,45.15,43.05,60.000000000000156
IDFCBANK,4885.0,4925.0,4885.0,4925.0,4925.0,60.000000000000156
IDFCBANK,9065.0,9080.0,9065.0,9080.0,9080.0,60.000000000000156
IDFCBANK,8600.0,8650.0,8557.0,8610.0,8650.0,60.000000000000156
IDFCBANK,8800.0,8819.5,8782.01,8817.08,8795.5,60.000000000000156
IDFCBANK,5179.01,5200.0,5179.01,5200.0,5185.0,60.000000000000156
IDFCBANK,8515.0,8522.0,8515.0,8516.0,8511.0,60.000000000000156
IDFNIFTYET,106.1,106.1,106.1,106.1,106.1,37.04092339979014
IEX,163.9,164.95,161.05,161.5,162.8,24.812030075188034
IFBAGRO,607.0,608.55,594.2,597.85,610.0,27.335164835164832
IFBIND,848.3,849.0,827.25,830.4,832.85,42.83980582524278
IFCI,14.4,14.8,14.15,14.7,14.35,0.0
IFCI,1004.0,1004.0,1004.0,1004.0,1014.45,0.0
IFCI,1420.06,1420.06,1420.06,1420.06,1405.0,0.0
IFCI,999.9,1002.0,999.9,999.99,991.75,0.0
IFCI,1033.0,1034.0,1033.0,1033.81,1033.5,0.0
IFGLEXPOR,235.3,245.05,235.3,243.45,244.95,46.19289340101522
IGARASHI,563.6,563.6,558.2,559.8,561.75,0.0
IGL,273.5,279.75,273.0,278.05,274.3,93.02325581395341
IGPL,397.8,404.85,397.0,399.9,398.4,6.741573033707851
IIFCL,1090.0,1090.0,1090.0,1090.0,1158.0,0.0
IIFCL,1175.2,1175.2,1175.2,1175.2,1180.01,0.0
IIFCL,1268.0,1274.0,1241.0,1242.07,1319.9,0.0
IIFL,507.0,508.5,495.0,501.1,507.4,60.20761245674749
