SYMBOL,OPEN,HIGH,LOW,CLOSE,PREVCLOSE,RSI
IIHFL,1037.0,1038.75,1037.0,1038.66,1031.18,0.0
IIHFL,1726.0,1735.0,1725.0,1734.0,1715.2,0.0
IITL,74.7,74.7,74.7,74.7,74.9,59.88372093023256
IL&FSENGG,13.95,15.35,13.95,15.25,14.65,0.0
IL&FSTRANS,11.6,12.65,11.45,12.65,12.05,0.0
IMFA,247.15,249.85,242.6,245.25,248.15,42.52873563218393
IMPAL,855.0,860.0,846.0,849.9,860.25,13.647642679900756
IMPEXFERRO,0.35,0.4,0.35,0.4,0.4,0.0
INDBANK,10.9,10.9,10.25,10.35,10.4,0.0
INDHOTEL,144.55,149.8,142.0,143.0,144.5,24.651162790697725
INDIACEM,91.05,93.15,90.45,92.65,90.75,23.31288343558292
INDIAGLYCO,315.4,318.0,307.5,309.0,316.1,54.94505494505495
INDIANB,248.8,251.25,243.75,249.75,245.5,63.92572944297075
INDIANCARD,100.15,102.25,100.1,100.3,101.0,0.0
INDIANHUME,325.95,341.8,320.7,336.2,323.8,38.569206842923755
INDIGO,1156.2,1156.55,1133.4,1143.2,1156.55,0.0
INDIGRID,87.74,87.74,87.3,87.3,86.72,0.0
INDLMETER,48.6,48.6,47.25,47.95,48.6,31.654676258992794
INDNIPPON,445.8,446.35,436.7,437.25,445.2,37.85211267605642
INDOCO,214.55,221.95,214.55,219.2,214.75,57.920792079207786
INDORAMA,29.25,29.9,27.05,27.2,29.2,15.60283687943263
INDOSOLAR,2.45,2.45,2.3,2.3,2.4,0.0
INDOSTAR,342.4,342.4,332.0,335.95,342.4,0.0
INDOTECH,147.1,150.25,130.9,132.15,143.9,75.79814624098867
INDOTHAI,35.4,35.4,34.5,34.9,34.65,0.0
INDOWIND,5.7,5.9,5.7,5.85,5.8,0.0
INDRAMEDCO,38.9,39.3,38.7,39.2,39.0,0.0
INDSWFTLAB,47.85,48.8,47.8,48.05,47.7,0.0
INDSWFTLTD,6.7,6.7,6.3,6.55,6.55,0.0
INDTERRAIN,137.45,138.4,134.0,136.5,136.15,0.0
INDUSINDBK,1560.8,1571.0,1540.2,1548.2,1560.1,23.901712583767676
INEOSSTYRO,682.0,697.15,679.95,692.75,686.9,64.69500924214417
INFIBEAM,45.3,45.55,44.25,45.2,45.35,0.0
INFOBEAN,71.75,71.75,70.5,70.5,71.0,0.0
INFRABEES,322.03,322.03,319.0,321.28,319.09,24.567030147530403
INFRATEL,273.0,288.5,272.0,285.05,271.6,86.68885191347755
INFY,671.75,673.9,651.0,661.05,669.15,59.60591133004894
INGERRAND,593.95,600.95,585.6,594.4,590.4,57.578475336322825
INNOVATIVE,25.2,25.2,25.2,25.2,25.25,0.0
INOXLEISUR,247.95,264.85,245.05,260.95,247.7,88.27433628318582
INOXWIND,76.1,76.55,75.5,76.2,75.9,0.0
INSECTICID,578.95,583.45,565.35,567.75,576.1,56.052344601962886
INSPIRISYS,58.05,58.2,55.5,57.3,57.35,0.0
INTELLECT,223.4,223.4,216.55,217.9,221.15,32.721712538226285
INTENTECH,40.0,40.4,39.1,39.35,39.05,0.0
INVENTURE,14.0,14.1,13.9,14.05,14.0,0.0
IOB,14.6,14.7,14.45,14.55,14.55,0.0
IOC,132.65,134.95,132.5,133.95,132.65,15.95092024539872
IOLCP,172.0,174.35,169.75,171.05,172.55,74.99999999999994
IPAPPM,452.05,453.8,445.7,452.0,451.95,63.77952755905515
IPCALAB,788.0,792.55,775.7,787.0,787.65,54.49612403100772
IRB,156.2,159.4,154.35,158.05,156.2,30.740740740740932
IRBINVIT,69.0,69.3,68.9,69.05,68.91,0.0
IRCON,430.0,432.8,420.5,421.65,428.05,4.558404558404462
IREDA,1260.0,1260.0,1259.89,1259.89,1231.4,0.0
IREDA,1298.0,1298.0,1292.0,1292.0,1297.0,0.0
IRFC,1071.6,1074.0,1071.6,1073.99,1079.0,0.0
IRFC,1135.0,1135.0,1135.0,1135.0,1136.0,0.0
IRFC,1252.0,1275.0,1252.0,1275.0,1252.0,0.0
IRFC,1052.61,1052.61,1052.61,1052.61,1051.51,0.0
IRFC,1115.26,1115.26,1115.26,1115.26,1119.23,0.0
IRFC,1115.0,1117.0,1114.02,1114.02,1118.0,0.0
IRISDOREME,95.9,101.0,95.9,101.0,94.9,0.0
ISEC,264.75,264.75,260.0,262.9,263.15,58.19672131147484
ISFT,179.0,180.0,174.2,175.7,178.1,53.708439897698334
ISMTLTD,8.0,8.0,7.6,7.75,8.0,0.0
ITC,279.15,282.95,279.15,280.95,278.85,41.447368421052516
ITDC,321.0,328.8,318.25,321.25,319.35,66.33663366336634
ITDCEM,113.8,123.7,113.0,114.05,112.8,53.846153846153754
ITI,92.0,94.8,90.35,92.8,91.85,30.232558139534916
IVC,6.85,7.3,6.7,7.2,7.0,0.0
IVP,127.1,130.0,126.05,126.5,126.1,42.5675675675675
IVRCLINFRA,1.0,1.05,1.0,1.05,1.0,0.0
IVZINGOLD,2915.0,2915.0,2915.0,2915.0,2925.0,66.66666666666666
IVZINNIFTY,1280.0,1280.0,1280.0,1280.0,1285.0,78.50877192982456
IZMO,67.55,71.05,67.0,67.5,67.85,0.0
J&KBANK,38.8,38.9,37.6,37.8,38.7,0.0
JAGRAN,114.6,116.6,112.35,114.45,114.3,54.54545454545438
JAGSNPHARM,31.45,31.5,31.0,31.05,31.05,0.0
JAIBALAJI,17.45,17.95,17.45,17.6,18.2,0.0
JAICORPLTD,112.15,113.25,109.8,112.05,111.5,44.444444444444436
JAINSTUDIO,6.25,6.25,6.2,6.25,6.25,0.0
JAKHARIA,181.0,181.0,181.0,181.0,182.0,0.0
JAMNAAUTO,63.1,64.8,63.05,63.85,63.1,0.0
JASH,100.0,100.0,100.0,100.0,98.3,0.0
JAYAGROGN,228.4,233.75,225.75,226.85,228.35,37.17948717948716
JAYBARMARU,304.5,308.5,301.1,305.25,303.65,29.177718832891202
JAYNECOIND,6.0,6.1,6.0,6.0,5.95,0.0
JAYSREETEA,85.2,86.55,84.1,85.45,85.25,43.0939226519337
JBCHEPHARM,314.5,314.5,303.0,305.55,313.05,62.31527093596072
JBFIND,22.0,22.5,21.5,21.75,22.4,41.176470588235254
JBMA,302.15,308.5,302.15,306.0,305.0,50.833333333333286
JCHAC,1666.0,1770.0,1665.95,1757.05,1689.65,44.99685336689738
JETAIRWAYS,242.0,250.25,236.1,245.2,247.2,8.417085427135731
JETFREIGHT,24.6,24.6,24.6,24.6,25.85,0.0
JHS,32.85,33.8,32.3,32.4,32.65,32.91139240506331
JIKIND,0.35,0.45,0.35,0.45,0.4,0.0
JINDALPHOT,32.0,32.35,31.15,32.1,31.6,0.0
JINDALPOLY,239.0,244.35,236.15,237.75,233.6,85.41666666666654
JINDALSAW,82.05,82.75,81.3,82.4,81.9,0.0
JINDALSTEL,147.95,153.95,144.65,152.35,146.5,34.51957295373663
JINDCOT,4.85,4.85,4.3,4.45,4.6,0.0
JINDRILL,110.45,111.5,110.45,111.05,110.45,0.0
JINDWORLD,67.4,68.95,67.0,68.2,67.05,28.750000000000043
JISLDVREQS,47.9,48.15,47.25,47.7,48.0,0.0
JISLJALEQS,65.2,66.65,64.3,66.35,64.8,21.678321678321666
JITFINFRA,17.5,17.5,16.5,16.5,16.85,0.0
JKCEMENT,724.0,726.0,711.85,715.4,724.35,61.72638436482075
JKIL,130.2,130.85,127.5,128.65,129.95,0.0
JKLAKSHMI,313.8,319.3,312.0,313.65,314.5,96.1397058823529
JKPAPER,149.75,151.3,148.1,149.35,149.65,32.62032085561491
JKTYRE,104.3,104.9,102.3,103.35,103.9,0.0
JMA,175.0,175.0,168.0,169.55,174.7,21.03896103896112
JMCPROJECT,87.35,88.0,85.9,87.05,88.05,73.27188940092162
JMFINANCIL,90.4,91.1,88.5,90.1,89.65,28.461538461538495
JMTAUTOLTD,3.8,3.8,3.7,3.7,3.8,0.0
JOCIL,122.45,126.05,120.9,122.1,125.15,47.18162839248432
JPASSOCIAT,7.35,7.65,7.1,7.55,7.25,0.0
JPINFRATEC,3.8,3.95,3.8,3.9,3.85,0.0
JPOLYINVST,37.05,39.0,36.85,38.1,37.9,60.493827160493765
JPPOWER,2.05,2.1,2.05,2.05,2.1,0.0
JSL,33.2,33.25,32.5,33.1,32.9,42.8571428571429
JSLHISAR,85.4,85.85,83.75,85.0,84.9,30.875576036866363
JSWENERGY,69.4,69.75,67.95,68.7,69.75,25.88235294117642
JSWHL,2718.0,2920.0,2710.0,2765.15,2728.3,92.15189873417718
JSWSTEEL,281.9,289.45,280.7,287.95,282.65,36.66228646517735
JSWSTEEL,5.85,5.9,5.85,5.85,5.9,36.66228646517735
JTEKTINDIA,102.2,102.9,101.0,102.15,102.5,0.0
JUBILANT,705.0,711.5,698.0,707.35,705.0,54.458598726114595
JUBLFOOD,1244.5,1250.4,1200.25,1212.1,1239.65,7.570621468926362
JUBLINDS,104.25,105.35,103.5,104.75,103.95,53.62318840579712
JUNIORBEES,286.0,286.7,283.25,285.77,285.18,18.684210526315468
JUSTDIAL,485.45,501.5,480.05,497.05,484.7,40.961857379767864
JVLAGRO,5.75,5.75,5.45,5.55,5.7,0.0
JYOTHYLAB,203.85,205.55,200.65,204.0,201.5,38.22784810126579
JYOTISTRUC,2.0,2.0,1.9,2.0,1.95,0.0
KABRAEXTRU,75.45,75.5,74.1,74.5,74.8,62.28070175438604
KAJARIACER,501.0,508.7,498.55,506.1,500.15,99.05213270142185
KAKATCEM,202.1,202.1,196.35,198.3,198.65,22.2222222222221
KALPATPOWR,385.9,387.65,374.2,379.0,385.55,50.65104166666667
KALYANIFRG,306.0,307.6,300.0,300.05,300.0,0.0
KAMATHOTEL,47.3,48.5,46.5,46.85,47.55,0.0
KAMDHENU,167.35,169.2,165.3,166.5,167.3,20.792079207920963
KANANIIND,5.05,5.1,4.8,5.1,4.95,0.0
KANORICHEM,66.65,67.65,64.9,65.3,66.0,0.0
KANSAINER,487.75,487.75,476.0,479.55,483.7,45.56521739130432
KAPSTON,95.5,95.5,95.5,95.5,92.5,0.0
KARDA,192.15,197.95,192.15,197.3,195.45,62.05673758865247
KARMAENG,20.85,20.85,20.1,20.15,20.85,0.0
KARURVYSYA,91.4,91.4,89.05,89.9,91.45,68.90756302521012
KAUSHALYA,1.05,1.05,1.0,1.0,1.05,0.0
KAVVERITEL,8.25,8.45,7.95,8.1,7.95,0.0
KAYA,742.8,743.65,721.3,736.45,741.95,21.58273381294964
KCP,90.8,91.0,88.45,89.95,89.65,0.0
KCPSUGIND,18.5,18.8,18.3,18.35,18.4,0.0
KDDL,481.5,499.4,481.0,496.75,492.8,31.263858093126345
KEC,291.6,294.45,287.1,291.65,291.6,16.312056737588833
KECL,17.05,17.5,16.9,17.05,17.2,0.0
KEERTI,59.85,59.85,59.85,59.85,58.7,0.0
KEI,355.1,359.35,352.05,356.35,356.95,69.62025316455717
KELLTONTEC,47.0,47.55,44.7,46.4,46.45,87.81038374717832
KERNEX,22.25,24.25,22.25,23.0,23.4,0.0
KESARENT,27.75,29.95,27.75,29.45,28.85,0.0
KESORAMIND,84.5,85.65,83.35,83.9,85.1,22.881355932203434
KEYCORPSER,48.9,48.9,46.5,46.7,48.9,0.0
KGL,1.45,1.5,1.4,1.5,1.45,0.0
KHADIM,534.2,539.65,521.55,532.95,536.8,52.598425196850535
KHANDSE,15.15,15.15,14.4,14.4,15.15,0.0
KICL,1834.6,1869.9,1805.8,1853.5,1813.25,76.55379339905706
KILITCH,163.6,195.6,162.3,193.1,163.0,97.25433526011564
KINGFA,753.3,769.75,751.0,755.45,768.9,64.99302649930266
KIOCL,151.8,156.0,150.0,151.15,153.2,55.55555555555555
KIRIINDUS,443.0,445.05,440.0,440.5,442.9,30.99730458221022
KIRLOSBROS,148.0,149.5,145.35,147.75,147.8,0.0
KIRLOSENG,205.7,205.7,199.1,200.6,202.9,25.000000000000114
KIRLOSIND,884.85,894.9,880.15,892.95,884.85,72.77179236043096
KITEX,110.75,110.8,109.05,109.55,110.25,41.17647058823515
KKCL,1266.0,1289.0,1211.65,1220.85,1230.05,10.716238381629253
KMSUGAR,8.2,8.3,8.0,8.05,8.1,0.0
KNRCON,222.95,226.0,215.5,218.3,221.25,61.47540983606553
KOHINOOR,34.4,36.4,34.05,35.1,35.0,61.14649681528663
KOKUYOCMLN,108.2,108.6,105.0,106.9,107.7,33.16831683168317
KOLTEPATIL,260.35,267.9,260.35,262.35,261.75,84.44444444444443
KOPRAN,37.95,38.1,37.1,37.5,37.65,0.0
KOTAKBANK,1238.0,1252.0,1230.0,1247.95,1235.25,56.72097759674146
KOTAKBKETF,277.51,279.32,275.0,278.38,275.77,43.922984356197446
KOTAKGOLD,280.0,282.5,278.7,279.15,280.05,59.803921568627416
KOTAKNIFTY,109.96,110.2,109.0,109.79,109.52,0.0
KOTAKNV20,53.1,53.2,52.5,52.88,53.01,0.0
KOTAKPSUBK,307.0,315.6,306.05,310.74,305.74,55.12367491166081
KOTARISUG,10.2,10.6,10.2,10.25,10.45,0.0
KOTHARIPET,21.4,22.0,20.6,21.6,20.8,0.0
KOTHARIPRO,99.25,99.85,97.6,98.35,99.8,0.0
KPIT,212.35,213.0,206.0,210.45,211.65,0.0
KPRMILL,558.35,559.1,544.0,546.3,556.5,5.386416861826589
KRBL,287.9,287.9,279.0,279.7,286.6,44.80651731160905
KREBSBIO,105.95,110.65,105.0,108.25,105.95,45.94594594594594
KRIDHANINF,45.1,45.75,44.9,45.3,45.55,0.0
KRISHANA,54.5,54.5,54.5,54.5,55.0,0.0
KSB,760.15,768.0,756.6,759.15,766.25,0.0
KSCL,563.1,567.0,536.75,550.05,560.35,5.59322033898296
KSERASERA,0.15,0.2,0.1,0.15,0.15,0.0
KSK,1.55,1.55,1.55,1.55,1.6,0.0
KSL,219.35,221.65,217.5,218.95,219.15,21.052631578947313
KTIL,66.9,67.95,66.0,66.1,66.5,0.0
KTKBANK,110.0,115.3,110.0,114.95,110.15,63.24324324324328
KWALITY,8.0,8.0,7.7,7.85,8.0,0.0
L&TFH,145.4,146.75,142.2,144.4,145.4,0.0
L&TFINANCE,1039.99,1039.99,1027.0,1032.94,1031.51,0.0
L&TINFRA,966.2,984.9,966.2,966.56,985.0,0.0
L&TINFRA,1761.1,1763.0,1761.1,1763.0,1761.1,0.0
L&TINFRA,960.1,979.5,960.1,964.15,965.0,0.0
L&TINFRA,1730.01,1731.0,1730.01,1730.16,1731.1,0.0
L&TINFRA,1033.5,1036.0,1030.06,1032.25,1031.01,0.0
L&TINFRA,1829.0,1829.0,1801.0,1801.16,1806.25,0.0
LAGNAM,15.05,15.05,15.0,15.0,15.3,0.0
LAKPRE,12.15,12.15,12.15,12.15,11.6,0.0
LAKSHVILAS,86.55,87.2,85.2,85.85,86.55,0.0
LALPATHLAB,908.0,944.85,908.0,940.1,913.05,78.67513611615246
LAMBODHARA,44.3,44.65,43.15,44.25,43.85,0.0
LAOPALA,217.25,218.0,214.0,215.3,217.8,15.862068965517395
LASA,36.55,36.55,33.15,33.15,34.85,78.20512820512818
LAURUSLABS,378.0,382.8,371.05,380.5,378.25,42.48120300751877
LAXMIMACH,5738.0,5738.0,5654.7,5708.4,5691.6,34.72283813747171
LEEL,56.25,56.25,53.6,54.5,55.05,31.8840579710145
LEMONTREE,69.05,70.3,68.6,69.0,69.55,0.0
LEXUS,23.95,23.95,23.95,23.95,24.0,0.0
LFIC,84.55,87.7,84.55,87.7,84.55,0.0
LGBBROSLTD,416.95,426.7,413.95,423.3,417.8,38.73239436619706
LIBERTSHOE,167.9,169.25,165.65,167.85,166.95,0.0
LICHSGFIN,470.6,490.8,467.7,488.1,470.2,49.10836762688618
LICNETFGSC,17.95,17.95,17.22,17.89,17.75,0.0
LICNETFN50,112.7,112.7,108.1,112.0,110.01,60.00000000000003
LICNETFSEN,358.1,359.99,345.1,348.89,379.0,39.138874183871536
LICNFNHGP,110.8,110.8,110.8,110.8,110.8,0.0
LINCOLN,224.9,225.75,219.0,219.75,224.3,13.242009132420193
LINCPEN,272.15,274.9,268.0,269.8,270.95,49.4736842105264
LINDEINDIA,681.5,685.0,675.0,679.1,675.95,33.888888888888815
LIQUIDBEES,1000.0,1000.01,999.99,1000.0,1000.0,0.0
LIQUIDETF,1000.0,1000.01,999.99,999.99,999.99,0.0
LOKESHMACH,46.1,46.1,45.25,45.55,46.1,47.1264367816092
LOTUSEYE,28.0,28.5,28.0,28.05,28.3,0.0
LOVABLE,119.0,120.0,116.25,117.0,118.25,68.9655172413793
LPDC,4.4,4.45,4.3,4.3,4.45,0.0
LSIL,1.15,1.2,1.15,1.15,1.15,0.0
LT,1401.9,1407.6,1373.55,1388.05,1395.0,7.243963363863628
LTI,1744.0,1754.0,1674.95,1693.2,1738.15,28.196347031963484
LTTS,1635.0,1641.5,1590.0,1624.0,1621.85,16.95137976346919
LUMAXIND,1709.3,1717.0,1680.55,1703.35,1697.65,61.568247821877925
LUMAXTECH,181.3,181.3,171.7,174.55,179.45,16.42651296829972
LUPIN,824.0,832.0,820.3,828.9,821.05,33.760683760683804
LUXIND,1340.0,1345.0,1305.0,1323.8,1341.3,30.227272727272805
LYKALABS,29.3,30.15,28.7,29.0,29.45,0.0
LYPSAGEMS,9.05,9.25,8.85,9.1,8.85,0.0
M&M,720.0,728.3,712.5,725.6,718.3,7.836822329576009
M&MFIN,459.8,469.8,457.2,464.2,458.3,24.842105263157848
M&MFIN,1038.0,1038.0,1035.01,1037.0,1038.0,24.842105263157848
M100,18.35,18.35,18.2,18.33,18.25,0.0
M50,104.35,104.35,102.7,102.7,103.02,0.0
MAANALU,104.1,104.1,102.0,102.8,102.6,0.0
MADHAV,45.9,45.9,44.65,44.7,45.9,0.0
MADHUCON,6.3,6.8,6.3,6.75,6.45,0.0
MADRASFERT,23.95,24.4,23.65,24.2,24.15,0.0
MAGADSUGAR,86.0,90.0,86.0,89.0,87.75,0.0
MAGMA,107.1,109.7,105.7,109.05,108.15,18.897637795275656
MAGNUM,6.5,7.0,6.5,6.7,6.5,0.0
MAHABANK,15.25,15.6,15.2,15.45,15.1,0.0
MAHAPEXLTD,127.0,127.0,126.25,126.25,132.85,0.0
MAHASTEEL,75.45,78.45,75.25,77.15,74.35,49.99999999999987
MAHESHWARI,190.0,190.0,190.0,190.0,190.0,0.0
MAHINDCIE,246.0,246.0,242.45,244.4,244.6,37.931034482758605
MAHLIFE,396.0,409.05,390.25,394.5,394.15,54.181184668989495
MAHLOG,514.65,514.65,509.0,513.35,510.7,50.0
MAHSCOOTER,3165.0,3175.05,3133.6,3146.4,3183.8,62.561576354679865
MAHSEAMLES,486.0,490.95,485.95,486.65,485.6,47.84172661870474
MAITHANALL,511.0,511.0,495.0,498.55,502.6,60.77795786061591
MAJESCO,510.3,511.95,497.1,498.05,507.8,43.28767123287673
MALUPAPER,37.0,38.1,36.6,37.8,36.7,26.190476190476176
MAN50ETF,107.29,107.29,107.29,107.29,107.95,46.13918017159191
MANAKALUCO,8.6,8.9,8.55,8.65,9.0,0.0
MANAKCOAT,7.75,7.75,7.2,7.2,7.25,0.0
MANAKSIA,42.85,43.3,42.5,43.1,42.75,0.0
MANAKSTEEL,21.0,21.45,20.6,20.8,20.8,0.0
MANALIPETC,31.8,32.0,31.4,31.55,31.75,0.0
MANAPPURAM,93.25,95.8,92.9,95.35,92.9,58.333333333333215
MANDHANA,4.65,5.0,4.65,4.75,4.8,0.0
MANGALAM,71.5,80.8,71.05,72.95,72.6,33.944954128440244
MANGCHEFER,40.65,42.35,39.7,41.65,40.8,0.0
MANGLMCEM,225.45,228.55,222.7,227.4,224.1,60.61120543293718
MANGTIMBER,20.0,20.0,19.3,19.7,19.75,0.0
MANINDS,69.75,70.1,68.65,69.15,69.8,0.0
MANINFRA,37.8,38.0,37.5,37.8,37.75,0.0
MANPASAND,86.0,86.8,85.3,85.7,86.1,0.0
MANUGRAPH,31.9,31.9,31.25,31.25,31.05,0.0
MARALOVER,28.0,28.2,27.6,28.0,27.55,0.0
MARATHON,109.9,114.95,109.9,112.05,112.55,44.162436548223255
MARICO,380.4,383.2,375.1,378.85,378.05,42.10526315789457
MARKSANS,27.75,27.9,27.6,27.75,27.8,0.0
MARUTI,7239.0,7309.0,7161.2,7234.5,7203.95,11.797040169133268
MASFIN,562.15,563.1,550.5,555.05,564.95,25.399495374264106
MASTEK,438.75,440.05,424.1,433.2,438.75,0.0
MATRIMONY,470.2,471.3,464.55,469.1,471.6,22.519083969465626
MAWANASUG,47.0,48.75,46.55,47.2,47.25,0.0
MAXINDIA,83.05,84.5,82.7,83.5,82.65,21.66666666666667
MAXVIL,51.05,52.8,51.05,52.5,51.9,33.87096774193546
MAYURUNIQ,395.35,399.8,392.05,394.15,395.7,63.53591160221006
MAZDA,294.0,296.7,290.25,291.25,291.75,36.26373626373624
MBAPL,41.4,41.4,41.4,41.4,49.85,0.0
MBECL,10.0,10.05,9.25,9.3,9.7,0.0
MBLINFRA,14.3,14.5,14.25,14.35,14.4,0.0
MCDHOLDING,28.5,29.05,28.05,28.25,28.75,0.0
MCDOWELL-N,620.0,620.0,601.35,604.6,620.1,0.0
MCL,148.8,148.9,148.8,148.9,145.0,0.0
MCLEODRUSS,113.15,114.55,112.65,112.95,113.4,31.7073170731707
MCX,722.0,728.2,714.0,725.4,722.45,26.822157434402015
MEGASOFT,7.6,7.95,7.55,7.6,7.9,0.0
MEGH,58.85,59.75,58.0,58.95,59.0,0.0
MENONBE,90.2,90.2,87.0,87.55,87.65,78.23343848580446
MEP,44.95,46.75,44.75,45.55,45.15,28.915662650602442
MERCATOR,11.75,11.85,11.45,11.6,11.75,0.0
MERCK,2985.0,3073.9,2985.0,3053.85,2966.6,50.37211124167644
METALFORGE,11.5,11.9,10.5,11.0,11.2,0.0
METKORE,1.1,1.1,1.1,1.1,1.15,0.0
MFSL,425.0,443.95,422.85,441.35,424.0,47.30538922155689
MGL,891.8,903.95,886.0,898.4,890.85,51.24434389140274
MHHL,25.75,25.75,25.75,25.75,24.55,0.0
MHRIL,208.95,209.55,199.5,200.3,207.2,29.70027247956402
MIC,1.35,1.35,1.35,1.35,1.3,0.0
MIDHANI,134.75,136.0,134.5,135.1,134.9,91.02564102564118
MINDACORP,149.0,150.3,147.25,149.85,149.8,90.52631578947387
MINDAIND,329.15,337.45,326.05,331.95,330.45,90.9604519774016
MINDTECK,39.2,40.25,37.55,40.25,38.35,0.0
MINDTREE,832.1,841.0,792.25,815.0,834.8,0.0
MIRCELECTR,25.75,26.3,25.3,25.95,25.9,0.0
MIRZAINT,81.5,82.6,80.5,80.65,82.1,0.0
MITCON,51.0,51.0,51.0,51.0,50.2,0.0
MITTAL,52.5,52.55,52.0,52.55,50.05,0.0
MMFL,657.95,657.95,641.05,647.05,650.0,17.87234042553193
MMP,193.0,196.0,193.0,196.0,193.0,0.0
MMTC,30.25,30.25,29.3,29.65,30.05,0.0
MODIRUBBER,43.6,43.6,43.6,43.6,43.2,0.0
MOHITIND,9.3,9.3,8.6,8.65,8.95,0.0
MOHOTAIND,88.85,92.0,75.2,77.75,88.75,38.82113821138211
MOIL,167.0,167.95,166.05,167.05,167.65,0.0
MOLDTECH,42.5,43.7,42.1,42.9,42.85,0.0
MOLDTKPAC,261.1,266.5,260.3,261.8,262.4,41.66666666666678
MONSANTO,2585.8,2626.5,2541.95,2564.5,2592.95,0.0
MONTECARLO,384.75,384.75,381.0,381.85,382.75,45.88235294117657
MORARJEE,24.25,25.3,24.25,25.15,24.7,0.0
MOREPENLAB,21.5,22.2,21.5,21.9,21.35,0.0
MOTHERSUMI,161.5,165.35,157.6,158.65,161.25,33.603238866396836
MOTILALOFS,683.05,687.7,666.0,672.9,683.05,41.279069767441854
MOTOGENFIN,48.05,49.0,48.05,49.0,49.15,31.818181818181756
MPHASIS,948.95,958.7,916.0,930.45,948.8,14.062500000000071
MPSLTD,480.95,484.95,475.1,478.65,479.4,21.97452229299337
MPTODAY,36.25,36.25,36.25,36.25,37.5,0.0
MRF,66999.7,67349.9,66201.05,66603.15,66818.25,22.863755786312936
MRO-TEK,44.15,46.25,42.15,44.05,42.7,48.999999999999915
MRPL,72.6,72.85,71.35,72.15,72.15,0.0
MSPL,13.45,13.45,12.9,12.95,13.15,0.0
MTEDUCARE,62.65,66.5,62.65,65.95,64.85,79.59183673469393
MTNL,16.1,17.15,15.85,16.65,16.3,60.5714285714286
MUKANDENGG,22.3,22.8,21.15,22.1,22.5,0.0
MUKANDLTD,60.15,60.15,57.5,58.0,59.85,0.0
MUKANDLTD,7.35,7.35,5.9,7.15,7.35,0.0
MUKTAARTS,39.1,39.75,38.65,39.45,39.25,0.0
MUNJALAU,60.55,60.55,57.9,59.0,59.75,0.0
MUNJALSHOW,180.6,181.75,179.3,180.35,178.95,12.06896551724141
MURUDCERA,23.65,24.0,22.5,23.0,23.55,0.0
MUTHOOTCAP,910.1,929.5,910.1,915.25,913.25,15.58846453624318
MUTHOOTFIN,498.35,508.8,489.7,501.95,495.75,46.64031620553358
MVL,0.2,0.25,0.2,0.25,0.25,0.0
N100,430.0,435.0,427.0,433.7,430.84,39.61206896551725
NABARD,1151.51,1153.25,1151.5,1152.01,1151.5,0.0
NACLIND,25.4,27.4,25.25,26.55,26.15,0.0
NAGAFERT,8.7,8.85,8.6,8.75,8.7,0.0
NAGAROIL,0.75,0.8,0.7,0.75,0.75,0.0
NAGREEKCAP,13.3,14.35,12.6,14.35,13.05,66.66666666666663
NAGREEKEXP,23.6,24.3,23.0,23.8,23.35,32.812499999999986
NAHARCAP,93.6,95.5,92.05,94.05,92.15,63.815789473684184
NAHARINDUS,54.0,54.0,51.05,51.45,52.95,23.52941176470587
NAHARPOLY,37.7,38.35,37.55,37.9,38.35,0.0
NAHARSPING,91.55,91.9,90.2,90.6,90.9,47.252747252747255
NARMADA,20.0,20.0,20.0,20.0,19.0,0.0
